METAPHORS,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,SUM,AVERAGE,VARIANCE,
se battre,1,2,0,1,7,7,0,2,2,0,2,6,0,3,7,4,1,0,0,4,0,3,1,1,0,1,0,1,1,1,0,0,0,7,0,8,7,5,1,1,1,4,2,7,6,0,0,1,1,0,0,0,1,0,0,1,6,0,1,7,4,0,1,0,8,0,0,4,1,4,4,2,3,8,2,0,0,1,0,0,3,0,2,0,4,0,0,5,0,1,0,4,1,187,2.010752688,5.989013558,
aller-retour,5,4,0,0,5,2,3,1,6,0,2,7,0,6,3,1,0,6,0,5,0,2,1,3,0,3,4,4,1,1,0,5,1,0,3,8,2,0,0,0,0,1,0,6,3,0,6,1,4,8,0,0,3,0,2,1,0,2,4,3,0,0,1,0,4,0,5,3,1,5,4,3,0,0,0,0,5,1,0,0,8,0,2,2,0,0,0,4,0,0,0,3,0,189,2.032258065,5.248948107,
chevaux au galop,0,5,5,0,0,5,7,0,2,0,0,1,5,7,1,1,0,0,0,0,2,0,3,1,0,3,5,0,3,1,1,0,0,7,8,7,8,3,1,1,4,0,0,1,4,8,0,7,2,2,0,0,0,0,1,2,1,0,0,0,7,0,2,1,4,1,2,2,3,4,0,7,0,0,1,0,0,1,0,6,0,0,5,0,0,0,0,1,0,8,0,1,8,189,2.032258065,6.770687237,
énervé,0,1,0,2,2,0,6,1,7,2,1,2,1,5,1,0,0,4,4,4,0,1,2,4,0,3,3,1,3,3,0,0,1,7,0,5,1,1,0,2,0,3,1,3,8,0,0,7,2,0,0,0,0,6,0,1,3,2,3,7,0,0,2,0,5,2,2,4,3,5,0,0,0,5,1,0,0,0,0,5,5,0,2,2,1,1,0,6,1,1,3,0,7,189,2.032258065,4.857643759,
furtivement,0,1,5,4,6,7,0,0,3,0,6,1,5,4,0,4,1,0,1,0,3,0,5,1,0,4,1,6,1,2,1,0,4,4,4,3,6,3,2,1,0,6,2,4,4,4,6,5,3,6,0,0,0,0,3,1,2,1,0,1,6,0,0,1,1,1,1,3,5,3,0,5,0,0,2,0,0,1,0,0,3,0,5,0,0,0,1,1,0,1,0,3,0,190,2.043010753,4.498129967,
diriger,3,4,0,0,6,4,0,2,4,0,2,4,0,2,1,4,0,2,0,3,0,6,5,5,0,2,5,3,5,1,0,3,0,0,1,7,3,0,3,0,3,0,1,7,0,0,3,8,2,1,0,0,0,0,0,1,5,1,0,5,3,1,2,2,4,2,1,7,2,5,5,1,8,0,0,0,0,2,0,0,4,0,3,0,0,0,0,1,0,4,1,5,1,191,2.053763441,4.942730248,
incertain,2,1,2,1,3,0,0,2,4,5,3,7,0,7,2,1,3,2,0,3,0,1,1,3,7,2,3,1,3,1,0,8,0,1,1,4,1,1,7,0,0,6,2,3,6,2,3,6,4,0,1,2,1,3,2,1,6,0,1,2,3,0,1,0,0,2,3,3,3,6,0,0,0,0,4,0,0,2,1,0,5,0,3,0,1,0,0,2,1,2,2,3,0,191,2.053763441,4.225338943,
solide,4,6,0,1,7,4,0,3,4,0,1,3,0,1,7,0,4,1,0,5,0,3,1,3,0,4,0,1,4,1,0,5,0,0,0,0,1,3,0,0,3,7,0,6,0,0,4,5,2,3,0,2,0,0,0,1,6,0,2,5,0,0,1,1,4,0,0,5,1,5,8,0,0,2,4,0,7,0,0,0,6,5,2,3,0,0,0,4,0,0,0,2,8,191,2.053763441,5.638382422,
ralentir,1,3,0,0,1,2,0,1,6,1,4,3,0,6,2,2,1,1,0,2,6,4,1,5,0,3,2,1,3,7,0,5,0,4,2,7,1,1,2,4,3,2,0,1,7,3,6,6,3,1,1,0,0,2,1,1,0,0,3,5,0,0,2,3,3,0,3,2,3,3,3,0,0,0,0,0,7,2,0,4,0,0,3,2,0,3,0,4,1,0,0,4,1,192,2.064516129,4.126227209,
combat,1,1,1,1,0,7,5,0,1,1,2,1,6,3,0,7,0,0,1,2,3,0,3,1,0,4,3,6,2,1,2,0,0,0,8,0,5,1,6,4,0,5,1,2,5,3,0,1,0,0,0,4,1,0,1,2,6,0,0,0,7,0,2,2,0,0,1,3,5,5,0,5,0,0,3,7,0,2,0,2,2,4,4,3,0,0,0,4,0,5,6,1,0,193,2.075268817,5.092099112,
déséquilibre,1,1,0,2,2,1,4,2,3,3,5,3,0,7,1,1,0,2,1,1,0,0,2,6,6,3,7,2,5,4,0,3,2,0,2,1,3,5,2,0,1,0,3,7,2,1,2,3,2,1,0,0,2,1,3,4,1,1,4,3,3,2,1,1,0,3,4,2,2,4,2,3,3,0,6,0,0,3,0,0,2,0,4,0,1,0,0,2,1,3,1,6,1,194,2.086021505,3.405563347,
glisser,4,2,0,2,5,4,0,2,5,0,2,6,0,4,2,4,0,0,0,2,0,6,1,5,0,6,0,1,4,1,0,4,7,6,2,3,5,1,2,0,2,4,2,7,3,0,2,7,3,2,0,0,0,0,0,4,4,0,0,5,0,0,1,0,0,0,2,5,1,2,8,0,3,0,0,0,3,3,4,0,0,0,0,1,0,0,0,4,2,1,0,3,8,194,2.086021505,5.122954652,
chatoyant,1,2,3,0,0,4,6,0,1,0,3,4,7,6,3,2,0,5,1,0,7,0,3,1,0,5,6,0,5,3,0,0,2,7,0,3,8,3,2,7,0,6,2,5,2,0,2,2,3,2,0,0,0,0,3,1,0,0,2,1,2,2,2,4,0,0,4,4,2,5,0,7,0,0,2,0,0,0,0,5,0,0,2,0,0,0,2,4,1,2,0,4,0,195,2.096774194,5.066619916,
se dresser,2,0,5,0,0,5,3,2,2,0,6,2,6,6,0,0,2,0,2,0,4,4,5,1,0,1,5,5,1,3,1,0,1,6,0,0,8,6,2,6,0,0,2,8,2,3,0,0,2,6,0,0,2,0,1,4,4,0,0,0,7,0,2,0,3,0,3,5,1,4,0,0,8,0,6,4,0,0,0,0,0,0,2,0,0,0,0,5,0,5,0,4,0,195,2.096774194,5.827489481,
espiègle,1,1,1,0,4,2,6,3,0,0,6,6,1,5,2,6,5,3,0,5,0,3,1,6,0,5,4,1,3,6,0,1,3,0,2,6,3,3,3,0,0,4,0,7,4,0,0,0,2,1,0,0,1,1,1,1,0,0,3,5,0,0,1,1,4,0,4,3,1,6,8,2,6,0,5,0,0,0,5,0,0,3,0,4,0,0,0,2,0,3,0,1,0,196,2.107526882,4.988312295,
marcher sur la pointe des pieds,5,5,3,2,0,6,6,1,2,4,0,0,3,6,0,1,3,2,1,0,3,0,4,3,0,0,3,1,3,1,3,0,3,7,0,3,5,2,5,3,0,2,1,6,8,2,3,8,3,0,0,0,2,0,1,6,3,0,0,1,4,0,1,0,6,2,1,1,3,5,0,5,0,0,2,0,0,2,4,0,0,0,8,0,0,0,1,1,0,1,0,4,0,196,2.107526882,5.031790556,
passer (à travers),5,5,5,6,0,4,4,0,2,0,0,5,1,6,0,2,0,3,2,0,3,0,2,3,0,5,5,0,1,2,0,0,8,1,0,0,6,6,2,4,0,6,4,7,2,4,0,0,0,5,0,5,0,2,2,0,2,0,0,3,6,0,0,2,0,0,4,3,3,4,1,8,0,0,5,0,0,0,0,3,0,0,5,0,0,0,2,4,0,4,0,2,0,196,2.107526882,5.357877513,
rafale,0,4,4,2,0,6,5,0,1,0,0,2,4,5,0,0,0,2,1,6,4,0,3,1,0,4,2,6,1,2,1,0,0,5,5,3,8,5,2,2,6,6,0,3,2,5,0,5,3,4,0,0,1,0,4,0,2,2,0,0,7,0,0,3,0,0,1,6,6,4,3,1,2,0,3,0,0,3,0,0,0,0,4,0,1,0,0,4,0,8,0,1,0,196,2.107526882,5.183964469,
tornade,2,5,3,7,0,3,0,0,1,0,2,2,6,6,0,0,0,0,2,6,3,0,3,1,0,1,4,1,2,1,2,0,0,5,7,4,8,4,6,0,0,6,0,8,5,3,0,2,2,1,0,0,0,0,6,0,5,0,0,0,6,0,1,8,0,3,1,6,5,3,2,1,0,0,0,0,0,1,0,2,0,0,4,1,0,0,1,1,0,6,0,5,4,196,2.107526882,5.944834035,
ancien,0,3,4,0,3,5,2,0,3,0,6,1,6,4,3,0,1,3,2,0,6,0,4,1,0,3,5,0,3,5,0,0,0,5,6,5,2,1,3,1,7,6,2,2,0,2,0,2,3,1,0,0,1,0,2,7,2,2,0,2,4,5,4,0,0,0,5,3,8,4,0,0,1,0,6,0,0,2,0,0,0,0,2,0,5,0,1,3,0,0,2,5,0,197,2.11827957,4.84455353,
atterrir,1,2,6,6,0,5,2,0,2,0,4,2,1,2,0,0,3,4,1,0,5,0,4,5,0,1,6,7,1,2,1,0,3,0,0,4,8,5,1,1,0,6,0,5,1,2,0,1,2,2,0,0,0,0,6,5,3,0,0,2,4,0,1,0,0,1,1,3,8,6,0,4,0,0,6,5,0,3,0,0,5,0,3,0,0,4,0,1,0,4,1,0,7,197,2.11827957,5.409770921,
torturé,0,1,0,0,1,8,2,1,2,1,4,6,0,6,2,0,0,1,6,5,0,2,5,5,0,2,1,1,1,4,0,0,0,4,3,8,6,1,8,5,0,0,4,0,5,0,0,5,2,0,0,4,0,0,0,6,5,0,0,5,0,0,0,6,4,0,2,6,2,5,1,1,0,0,3,0,0,0,0,0,4,0,5,5,0,0,1,6,1,1,0,6,0,197,2.11827957,5.974988312,
vaillance,1,6,0,1,5,5,0,1,6,0,1,5,0,6,2,3,5,1,0,2,0,5,2,3,0,5,1,5,3,0,0,4,2,8,4,3,1,1,7,0,2,4,2,5,6,0,0,1,3,2,0,0,0,0,0,5,2,0,0,7,0,0,1,0,3,1,1,5,1,5,6,1,0,6,2,0,0,1,0,0,2,0,2,4,3,0,1,6,0,3,0,0,0,197,2.11827957,5.083683964,
brusque,1,3,1,5,0,3,6,2,3,0,5,2,3,6,2,4,0,1,1,2,4,0,4,4,4,4,2,3,1,4,2,0,0,3,7,0,5,2,5,1,0,6,1,4,5,2,0,5,1,3,0,0,0,0,1,0,3,0,0,0,5,0,4,3,1,4,2,5,4,2,0,1,3,0,0,2,0,0,0,6,0,0,5,0,0,0,0,2,0,6,0,3,4,198,2.129032258,4.157082749,
volatile,3,3,4,5,5,1,0,2,0,0,1,7,0,6,0,0,0,3,0,3,0,1,1,6,0,6,4,3,2,2,0,0,0,0,3,8,2,0,4,1,3,2,6,0,6,0,4,6,3,0,1,0,0,0,0,5,5,0,2,4,3,3,2,6,0,0,4,2,6,4,6,3,6,0,3,0,0,1,3,0,0,0,2,2,0,0,1,3,0,2,0,3,0,198,2.129032258,4.896213184,
pressé,2,2,2,6,3,0,0,1,5,0,4,5,1,7,3,1,0,1,0,4,0,0,3,2,0,2,2,4,2,4,0,0,3,7,3,1,1,4,4,6,1,1,5,7,5,0,6,3,2,2,0,0,0,0,0,2,1,0,0,5,0,0,3,0,1,4,2,5,5,6,7,0,0,1,0,0,0,1,0,0,6,0,0,1,0,1,0,1,0,8,0,4,8,199,2.139784946,5.469378214,
cataclysme,1,4,0,3,3,0,0,1,0,0,4,7,6,7,4,3,0,1,6,3,0,2,3,6,4,2,2,1,5,4,0,0,1,6,3,6,2,2,2,0,3,4,1,4,4,0,0,6,2,0,0,0,0,0,1,4,5,4,0,3,0,0,0,1,8,0,3,4,4,6,0,5,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,5,0,2,0,3,0,200,2.150537634,5.216222534,
chute,2,1,0,4,2,7,0,1,7,0,2,5,0,7,1,3,4,1,5,2,0,4,2,5,0,4,5,1,3,4,0,0,2,2,1,0,1,1,5,1,1,1,6,6,6,1,6,6,4,0,0,0,3,1,1,3,3,2,0,7,3,0,0,0,5,0,4,5,2,4,1,4,0,0,3,0,3,4,0,0,0,0,2,4,1,0,0,2,0,0,0,2,1,202,2.172043011,4.622253389,
onirique,2,0,2,2,0,5,4,6,1,0,0,1,5,4,0,5,2,0,0,0,3,0,2,1,0,8,7,0,1,5,1,0,0,0,0,5,2,2,0,2,0,7,0,5,0,1,0,2,1,2,0,5,0,0,2,0,6,0,0,5,4,5,2,0,1,0,5,7,6,4,0,8,8,0,3,2,0,0,0,6,0,5,3,0,3,0,4,4,4,3,0,1,0,202,2.172043011,5.839644694,
s'effondrer,0,0,1,0,0,3,0,6,1,2,7,3,1,4,0,0,2,3,1,0,4,0,2,1,0,0,6,6,4,2,3,0,8,2,0,0,8,1,2,7,5,2,0,1,5,5,0,6,0,0,0,0,0,4,3,2,2,3,0,1,3,5,1,1,7,3,1,4,4,2,4,0,0,0,6,2,0,0,4,0,5,0,3,5,3,0,0,1,1,5,0,3,0,202,2.172043011,5.16573165,
s'arrêter,0,4,5,1,0,5,1,6,1,2,3,2,1,6,0,0,2,0,2,0,3,0,2,3,1,4,2,5,2,6,7,0,7,4,6,0,1,1,3,6,0,1,1,3,4,4,0,6,2,3,0,0,3,2,1,0,5,0,0,5,4,0,4,0,6,1,3,3,5,2,0,7,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2,0,1,1,4,8,203,2.182795699,5.172744273,
tâtonner,6,2,0,3,6,5,6,6,2,4,2,5,0,6,4,2,0,1,0,2,0,5,4,5,0,5,5,1,2,2,0,0,4,0,3,0,1,1,4,1,2,6,0,7,6,3,2,5,2,1,0,0,0,6,0,1,0,0,5,6,0,0,1,5,0,1,0,4,3,5,0,0,0,3,2,0,0,5,0,0,5,1,1,4,0,0,0,2,0,1,2,0,1,203,2.182795699,4.911874708,
orageux,4,2,2,1,0,3,3,0,1,0,0,1,6,8,0,0,1,0,1,4,4,0,2,1,0,4,4,1,1,2,2,0,0,5,6,2,7,4,1,6,0,5,2,0,4,3,0,5,2,0,0,0,2,3,6,0,6,0,0,0,7,0,1,3,1,0,2,5,5,4,2,6,0,0,5,0,0,5,0,0,3,2,3,1,0,6,1,4,0,8,0,3,0,204,2.193548387,5.244740533,
basculer,4,1,4,6,4,4,2,0,3,0,4,2,5,6,0,0,1,3,1,0,2,2,4,1,0,2,5,2,1,2,1,0,6,0,0,0,8,6,4,1,0,6,1,6,0,1,0,2,3,1,0,0,3,1,6,7,5,0,0,5,2,0,1,4,1,3,3,5,5,4,0,8,0,5,1,0,0,2,1,1,0,5,0,0,0,0,0,2,0,5,0,3,0,205,2.204301075,5.099111734,
duel,0,8,5,1,0,5,6,6,1,2,4,0,5,2,0,7,0,0,0,0,4,0,3,2,0,2,2,1,2,1,1,0,0,0,6,0,8,4,6,3,0,6,1,6,4,5,0,3,0,4,0,0,0,0,1,0,5,4,0,3,4,0,2,7,0,5,3,3,1,3,1,2,0,0,1,7,0,0,0,4,2,0,3,0,0,1,1,3,0,3,6,0,6,207,2.225806452,5.633239832,
sérieux,0,1,2,1,2,7,6,3,1,3,3,3,5,3,0,3,5,1,1,0,7,0,4,4,0,1,1,6,3,3,4,0,3,0,1,0,5,1,3,0,4,1,2,2,0,2,2,5,2,4,0,2,0,0,2,0,5,0,0,1,6,5,2,0,0,2,1,3,5,3,1,5,5,0,1,5,0,3,0,3,0,4,3,0,4,0,0,1,0,4,0,4,7,207,2.225806452,4.154978962,
conflit,0,4,1,2,3,3,6,6,1,1,4,2,4,6,0,4,2,0,1,0,8,0,2,1,1,8,2,2,1,2,1,0,5,0,7,0,6,1,6,5,4,4,4,2,5,4,0,2,0,1,0,1,0,0,2,0,5,0,0,2,5,0,2,6,6,0,2,4,3,1,1,2,0,1,4,3,0,0,3,0,3,0,2,3,0,4,0,4,0,1,1,3,0,208,2.23655914,4.660822814,
gala,2,1,0,6,6,8,0,1,7,0,2,6,7,2,2,0,0,4,0,2,0,5,1,4,0,4,0,5,3,2,0,5,6,0,3,0,8,0,1,2,4,1,2,1,5,2,5,3,0,4,0,0,0,4,1,1,0,1,0,0,0,0,5,2,5,2,0,1,3,6,6,1,0,0,0,0,0,0,0,8,2,0,2,1,0,0,1,1,0,7,5,3,8,208,2.23655914,6.095605423,
lamenter,1,1,0,3,2,6,6,2,2,3,4,2,0,7,2,1,0,1,0,2,0,2,5,8,0,6,0,1,4,6,0,4,0,0,2,4,3,2,2,4,4,0,1,1,5,0,1,4,3,0,0,0,1,3,4,4,3,3,2,5,0,0,1,6,1,4,2,3,2,4,2,5,0,4,3,1,0,1,0,0,0,4,3,4,0,0,4,6,2,2,2,0,0,208,2.23655914,4.073866293,
musculaire,3,1,3,0,3,4,0,6,5,1,0,1,5,4,7,0,0,3,1,0,5,5,2,1,0,0,6,3,4,5,4,0,0,8,0,0,1,1,2,3,5,0,0,0,0,0,0,2,2,8,0,0,0,3,1,7,5,0,0,1,5,2,1,7,2,1,1,3,6,3,0,6,4,0,0,0,0,0,0,4,5,7,1,0,1,0,3,2,0,2,0,4,7,208,2.23655914,5.704301075,
protéger,4,6,0,0,6,8,2,2,4,0,1,5,0,3,2,4,0,3,0,5,0,7,4,1,0,6,6,1,3,0,0,4,0,4,4,7,7,4,1,0,0,0,3,1,4,0,2,0,1,1,0,0,0,0,0,3,0,0,4,4,2,0,1,3,6,0,1,3,1,4,7,1,0,0,5,0,0,1,1,0,7,5,0,2,2,0,0,4,0,2,0,5,8,208,2.23655914,5.747779336,
essaim (qui grossit et diminue),4,2,0,0,2,6,6,2,0,4,2,5,1,7,0,1,1,1,1,3,0,6,1,4,0,5,6,1,3,1,0,0,8,7,2,7,2,4,0,0,1,5,0,7,2,2,0,5,2,1,0,0,0,0,3,2,5,0,5,4,0,0,3,0,7,0,6,3,1,3,7,0,8,4,0,0,0,1,2,0,0,4,3,1,0,0,1,4,1,0,0,0,1,209,2.247311828,5.796867695,
violence,1,1,3,1,1,2,0,1,5,6,3,5,1,1,3,1,5,1,8,2,0,2,1,5,6,1,5,1,2,4,0,0,1,7,0,5,8,5,2,0,0,0,0,5,7,0,2,6,1,0,0,2,0,3,0,1,6,1,0,6,0,0,2,1,5,3,1,5,2,5,0,1,0,4,4,1,0,3,0,0,3,0,6,1,0,0,1,5,0,0,0,4,6,209,2.247311828,5.362085086,
chercher,5,5,0,2,6,0,0,1,7,0,5,6,0,6,0,1,0,2,0,2,0,3,5,1,2,2,4,1,3,5,0,6,0,2,4,0,2,3,0,0,2,7,5,4,3,1,3,0,3,2,0,0,1,0,0,1,3,0,7,5,0,5,2,0,0,1,1,5,5,6,5,4,4,0,4,0,0,1,0,5,3,1,0,0,1,0,0,3,0,3,6,0,7,210,2.258064516,5.171809257,
bourdonnement,6,1,0,1,5,2,2,3,0,0,2,5,2,6,1,0,0,1,1,4,4,7,2,4,0,5,4,3,3,2,0,0,0,7,3,2,0,0,3,0,0,0,0,5,7,0,6,8,4,8,0,0,0,0,8,1,0,0,0,3,2,0,4,2,1,2,4,4,4,4,3,1,2,5,2,4,5,0,2,0,0,0,5,1,2,0,0,2,1,8,0,1,0,212,2.279569892,5.57316503,
bataille,1,3,6,0,0,8,6,0,1,0,2,1,6,6,0,7,0,3,0,0,5,0,3,3,0,7,1,4,3,2,2,0,0,0,7,0,8,4,7,6,4,5,1,0,4,6,0,1,0,2,0,1,0,0,2,0,5,0,0,0,7,0,2,4,0,1,1,3,3,6,1,8,0,0,1,6,0,1,0,0,4,0,4,1,0,0,0,4,0,4,7,2,0,213,2.290322581,6.621318373,
démarche,1,2,5,0,4,7,3,0,1,2,0,1,5,2,0,0,4,0,0,0,2,0,6,2,0,0,6,2,2,4,0,0,3,6,0,3,8,3,1,3,0,6,6,4,4,4,0,6,2,2,0,0,0,0,1,2,2,0,3,0,6,0,1,5,1,3,3,5,3,2,0,4,6,0,4,0,0,1,0,5,4,0,5,2,2,0,2,4,0,4,1,2,8,213,2.290322581,4.96914446,
haletant,5,3,0,0,5,4,0,1,0,0,2,1,6,2,2,0,0,3,0,4,0,4,4,0,0,4,4,0,5,3,0,6,3,4,2,7,4,3,4,0,5,3,1,6,3,5,8,0,4,2,0,0,2,0,3,1,2,0,0,5,0,0,1,0,7,0,1,7,3,5,6,1,6,0,2,0,0,0,6,0,0,0,0,5,0,0,1,2,0,4,0,4,7,213,2.290322581,5.49088359,
mal-être,0,2,0,0,0,0,3,1,1,0,3,3,0,6,1,2,5,0,6,1,0,0,1,6,4,6,3,1,3,7,0,3,1,2,0,7,3,0,8,6,5,1,2,1,7,0,3,2,4,0,0,0,5,4,5,5,6,1,2,5,0,0,2,0,1,1,3,6,1,3,1,4,6,0,2,0,0,3,0,0,3,0,5,3,2,0,1,5,2,4,0,1,1,213,2.290322581,5.056100982,
monter,4,4,0,6,6,0,0,1,5,0,4,8,2,3,2,1,0,2,0,5,2,5,2,2,0,5,7,1,5,3,0,0,8,0,2,8,2,3,6,0,3,5,3,7,6,0,5,3,1,6,0,0,0,1,2,2,2,0,2,6,0,0,3,0,0,0,4,5,2,3,7,0,0,6,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,2,1,0,6,213,2.290322581,5.99088359,
noirceur,0,3,0,0,2,3,3,1,3,0,2,5,1,4,0,2,3,1,7,5,0,3,2,5,3,5,3,1,3,1,0,0,2,8,0,8,1,2,8,6,3,1,1,4,7,0,0,8,3,0,0,0,0,0,3,6,5,1,0,7,0,0,1,2,2,1,4,6,5,3,0,0,0,7,3,0,0,0,1,0,3,0,2,0,0,6,2,6,0,1,1,2,0,213,2.290322581,5.816970547,
sur la pointe des pieds,1,7,4,2,0,6,2,2,1,4,1,2,3,6,0,0,2,2,2,0,5,0,4,3,2,2,5,1,4,2,4,0,4,5,7,3,6,3,6,0,0,3,1,6,7,1,0,8,3,2,0,0,3,0,1,5,2,0,0,2,2,0,2,3,5,2,1,2,6,3,0,5,3,0,6,0,0,2,0,0,0,0,6,0,0,0,1,0,0,1,0,6,0,213,2.290322581,5.056100982,
ville,3,1,0,0,5,0,3,8,0,4,2,6,0,4,6,1,0,3,0,1,0,3,2,3,0,2,7,5,0,3,0,0,3,0,2,5,6,1,4,5,6,6,0,4,6,1,3,2,1,3,0,0,0,5,0,3,1,2,4,0,0,3,2,0,0,0,3,6,5,5,4,0,1,6,4,0,0,1,0,0,6,0,3,2,0,0,0,1,3,0,7,0,6,213,2.290322581,5.316970547,
grave,3,6,1,3,0,2,3,6,1,0,2,3,6,5,0,0,1,0,1,1,5,0,3,2,0,7,6,6,2,5,6,0,3,5,6,0,7,1,2,1,5,1,4,4,7,2,1,7,1,1,0,0,0,0,1,0,6,0,0,2,5,0,1,0,2,0,3,5,8,3,0,7,0,0,2,0,0,0,0,0,3,1,3,0,1,0,0,4,0,1,0,5,8,215,2.311827957,6.021271622,
saccadé,0,5,2,3,2,3,4,4,1,0,2,1,6,4,2,5,3,0,4,3,2,0,2,1,3,5,3,5,2,3,6,0,2,7,2,1,5,1,5,2,0,6,3,2,6,0,2,8,3,8,0,0,1,0,1,0,1,0,0,1,5,4,3,5,0,0,2,5,8,3,0,1,0,0,3,0,0,0,0,4,2,0,0,1,4,0,3,4,0,3,1,1,0,215,2.311827957,4.738662927,
gravir une montagne,1,5,0,3,7,5,0,1,0,0,4,7,1,2,4,3,0,4,0,7,0,3,4,0,0,4,0,1,2,1,0,0,0,7,5,8,1,0,7,5,0,8,5,5,1,0,2,3,3,4,0,2,3,0,0,1,5,0,0,6,1,0,1,0,0,0,5,3,1,5,8,0,0,0,0,0,0,3,0,6,2,4,3,1,5,0,0,5,0,2,4,2,5,216,2.322580645,6.046984572,
poursuite,5,5,4,0,5,7,0,2,7,0,1,5,0,4,0,0,0,1,0,4,0,2,2,5,0,4,4,1,3,3,0,3,0,8,1,8,3,5,7,2,0,3,8,6,6,0,4,2,2,0,0,0,3,0,0,3,3,2,0,5,1,0,1,0,6,0,2,4,2,5,7,3,0,3,0,0,0,4,7,0,2,0,3,0,0,0,0,5,0,1,0,2,0,216,2.322580645,5.93828892,
senteur,2,4,4,1,6,5,7,4,6,0,5,2,0,5,4,1,5,1,0,4,0,1,2,4,0,7,1,2,5,1,0,8,3,1,3,4,4,0,6,1,2,4,1,4,3,0,0,1,1,5,0,0,3,0,0,3,1,4,1,3,3,0,1,0,3,0,4,5,3,4,6,0,0,0,6,0,0,0,0,8,0,0,3,0,0,0,0,0,3,1,4,0,7,216,2.322580645,5.286115007,
blessure,2,4,1,1,0,2,5,3,1,0,7,4,6,7,0,7,2,3,1,0,6,0,2,1,0,7,6,3,1,4,0,0,6,1,4,0,5,6,6,1,3,6,1,0,1,4,0,2,2,0,0,3,1,2,3,0,6,0,0,0,6,0,2,4,3,0,1,6,1,5,3,0,5,0,6,0,0,0,0,0,0,6,3,1,2,3,0,4,3,1,0,3,0,217,2.333333333,5.355072464,
rivière,5,2,3,2,0,6,6,2,2,0,0,2,3,7,0,0,5,5,1,2,4,0,3,1,0,0,5,1,4,1,1,0,0,5,4,5,8,3,5,1,2,4,0,7,6,5,0,0,4,5,0,1,2,0,5,0,3,2,0,0,6,1,3,0,1,1,4,4,5,6,0,8,0,0,1,6,0,2,0,0,0,0,3,0,0,0,0,3,0,2,1,2,8,217,2.333333333,5.637681159,
épuisement,5,2,0,1,2,0,2,1,2,3,2,0,1,5,2,1,1,4,0,5,2,0,1,4,7,4,2,1,1,7,0,0,0,7,1,7,1,2,6,1,3,6,2,6,5,0,1,2,1,2,0,0,2,2,6,2,5,0,1,5,0,2,2,1,1,2,1,3,2,5,7,2,1,1,2,2,1,4,0,7,2,3,1,5,0,1,0,2,1,7,0,0,5,217,2.333333333,4.615942029,
position,1,2,4,0,2,8,8,6,6,0,7,2,1,6,2,3,0,0,1,0,4,2,5,1,0,3,3,4,1,5,5,1,5,5,0,3,1,1,2,2,0,0,4,5,0,2,0,8,3,8,0,0,0,0,1,6,5,0,0,0,3,3,5,1,0,3,1,4,6,4,0,7,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,1,2,5,1,2,8,218,2.344086022,6.032491819,
empressement,3,3,1,2,7,6,7,1,3,0,3,2,4,5,1,4,0,1,0,4,0,5,5,6,5,2,7,2,3,2,0,0,5,8,0,8,2,4,1,4,1,8,4,7,5,0,4,3,4,1,0,0,0,0,0,3,2,1,0,4,0,0,1,0,0,1,1,4,3,6,1,0,7,0,2,0,0,0,6,0,6,0,2,0,0,0,0,4,0,1,0,1,0,219,2.35483871,5.970546985,
instable,4,2,0,3,4,0,1,1,6,3,3,2,0,7,2,5,8,1,2,5,0,4,1,8,0,2,5,1,4,1,1,2,4,3,3,4,5,4,6,1,0,4,2,6,5,3,4,3,4,0,0,1,0,1,3,5,4,0,4,5,3,0,0,1,6,1,2,3,3,5,0,2,2,3,0,0,0,0,2,0,3,0,1,1,0,0,0,6,0,2,0,1,0,219,2.35483871,4.492286115,
soudain,3,5,3,0,4,5,3,0,1,0,5,1,1,3,2,0,4,1,2,0,7,0,3,1,3,3,4,5,1,3,5,0,0,3,7,0,3,1,2,1,0,5,6,6,4,6,3,6,3,1,0,1,1,0,3,2,3,0,0,1,6,0,3,1,0,3,2,5,6,4,0,7,0,0,1,0,0,2,1,2,3,4,4,0,1,0,1,2,0,5,1,3,6,219,2.35483871,4.427068724,
fuir,4,1,4,0,0,5,2,0,1,0,1,1,5,0,0,2,1,0,2,1,4,0,2,3,0,4,5,5,2,2,6,0,5,0,7,0,8,4,1,7,6,5,3,7,1,5,0,3,2,2,0,0,2,3,3,3,5,3,0,0,4,0,2,2,0,7,3,3,6,4,0,1,0,0,0,6,0,3,0,0,5,7,3,5,0,0,0,5,0,2,1,3,0,220,2.365591398,5.277933614,
